"c3","date","country","COLLEGE","SG","SJ","COMM","ECFIN","ENTR","COMP","EMPL","AGRI","MOVE","ENER","ENV","CLIMA","RTD","JRC","INFSO","MARE","MARKT","REGIO","TAXUD","EAC","HOME","JUST","FPI","TRADE","DEVCO","ECHO","ESTAT","HR","DIGIT","BUDG","IAS","OLAF","SCIC","DGT","OP","OIB","PMO","OIL","EPSO","CdP.OSP","CNECT","GROW","FISMA","SANTE","NEAR","NON.ASSIGN.DG","TF50","SRSS","DEFIS","IDEA","REFORM","UKTF","total","INTPA","HERA","year","month","spring"
"AUT",2011-12-01,"Austria",17,8,7,12,17,16,24,16,19,10,11,10,1,13,36,14,4,10,8,6,8,4,7,1,18,24,7,9,7,3,8,2,6,11,11,5,3,2,3,3,2,0,0,0,8,12,0,0,0,0,0,0,0,846,0,0,2011,12,0
"AUT",2020-07-01,"Austria",10,12,11,19,14,0,19,14,21,7,10,7,4,12,43,0,2,0,11,13,10,10,11,4,10,36,9,10,15,3,7,2,3,6,10,7,3,6,2,4,0,13,21,5,3,32,0,0,0,0,0,1,1,473,0,0,2020,7,0
"AUT",2018-01-01,"Austria",12,11,9,22,14,0,18,15,18,8,11,8,3,19,40,0,5,0,8,12,10,8,11,5,12,32,8,16,12,2,9,1,5,7,7,6,3,4,3,5,1,18,20,5,6,24,0,0,0,0,1,0,0,948,0,0,2018,1,1
"AUT",2017-01-01,"Austria",10,11,8,20,15,0,20,18,17,11,12,11,3,20,40,0,4,0,9,10,11,7,10,6,14,31,7,15,8,3,8,2,7,7,9,6,3,4,3,5,1,16,21,6,8,23,0,0,0,0,2,0,0,964,0,0,2017,1,1
"AUT",2012-12-01,"Austria",16,8,8,12,17,16,24,18,21,9,10,12,4,14,35,0,4,10,7,10,9,5,6,2,16,23,7,10,7,3,7,2,6,9,11,6,3,4,3,3,2,11,0,0,8,12,0,0,0,0,0,0,0,860,0,0,2012,12,0
"AUT",2018-10-01,"Austria",11,13,10,22,16,0,19,13,19,7,9,7,3,16,41,0,4,0,7,12,11,9,12,6,11,33,9,13,11,2,8,1,2,7,8,5,3,4,3,4,1,16,21,4,5,24,0,0,0,0,1,0,0,463,0,0,2018,10,0
"AUT",2013-12-01,"Austria",15,9,6,11,17,14,24,16,19,10,9,11,4,13,37,0,4,11,7,10,9,4,8,1,15,22,6,9,7,3,9,2,6,9,10,5,3,3,3,3,2,10,0,0,10,11,0,0,0,0,0,0,0,834,0,0,2013,12,0
"AUT",2019-04-03,"Austria",10,13,10,22,15,0,17,14,21,7,10,7,3,14,41,0,4,0,8,13,11,10,11,5,11,37,9,13,13,2,9,2,2,6,10,5,3,4,3,3,0,16,21,5,5,25,0,0,0,0,1,0,0,471,0,0,2019,4,1
"AUT",2014-12-01,"Austria",11,8,7,13,16,15,25,14,21,10,9,11,3,14,35,0,6,13,8,10,11,5,7,1,12,24,7,12,8,3,9,2,5,8,11,4,3,2,3,4,1,13,0,0,10,10,0,0,0,0,0,0,0,848,0,0,2014,12,0
"AUT",2019-01-01,"Austria",10,13,10,24,16,0,18,14,19,7,9,6,3,15,42,0,5,0,8,13,11,10,11,5,11,34,10,13,13,2,8,2,2,7,9,5,3,4,3,4,0,16,21,5,5,24,0,0,0,0,1,0,0,471,0,0,2019,1,1
"AUT",2015-01-01,"Austria",11,7,7,16,14,0,25,16,22,12,9,13,3,22,38,0,6,0,8,9,10,6,10,5,12,34,7,12,9,3,9,2,6,7,11,4,4,3,3,5,2,15,21,7,8,19,0,0,0,0,0,0,0,944,0,0,2015,1,1
"AUT",2016-01-01,"Austria",11,11,8,19,14,0,23,17,18,11,11,9,3,18,39,0,7,0,8,9,10,7,10,6,13,32,8,13,8,3,8,2,8,8,11,6,3,4,3,6,1,14,20,7,8,21,0,0,0,0,1,0,0,954,0,0,2016,1,1
"BEL",2011-12-01,"Belgium",69,110,63,84,95,156,128,105,231,96,83,76,21,262,235,201,64,77,91,112,122,39,51,15,78,296,59,62,190,172,141,15,67,111,229,75,162,82,13,33,10,0,0,0,115,33,0,0,0,0,6,0,0,4535,0,0,2011,12,0
"BEL",2013-12-01,"Belgium",61,99,60,91,88,148,110,101,225,102,75,73,18,237,224,0,62,84,88,108,115,37,54,15,73,280,50,54,178,184,129,17,66,109,211,76,148,81,15,30,6,191,0,0,106,30,0,0,0,0,6,0,0,4315,0,0,2013,12,0
"BEL",2012-12-01,"Belgium",64,104,60,86,89,155,118,99,233,103,80,78,20,250,230,0,63,84,91,112,114,39,49,17,78,286,57,59,189,175,140,18,63,109,220,80,154,82,14,31,8,199,0,0,111,33,0,0,0,0,6,0,0,4450,0,0,2012,12,0
"BEL",2014-12-01,"Belgium",54,100,64,91,87,138,107,94,221,96,74,70,14,224,206,0,60,86,86,108,109,38,49,15,83,262,52,53,167,183,126,18,67,106,200,75,145,75,16,28,3,177,0,0,109,30,0,0,0,0,5,0,0,4171,0,0,2014,12,0
"BEL",2018-01-01,"Belgium",49,133,63,73,72,0,116,109,200,84,75,65,25,247,242,0,57,0,77,92,106,65,48,21,71,348,75,48,324,168,125,22,55,113,184,61,558,208,46,34,7,166,135,56,102,87,0,9,0,0,5,0,0,5026,0,0,2018,1,1
"BEL",2020-07-01,"Belgium",59,104,63,82,55,0,110,105,168,72,65,62,27,189,221,0,51,0,75,85,98,51,49,23,69,344,81,41,383,152,116,21,45,122,163,52,552,208,49,31,0,139,89,56,90,72,0,0,0,40,1,16,10,4756,0,0,2020,7,0
"BEL",2015-01-01,"Belgium",56,114,72,111,86,0,119,122,244,108,87,82,19,314,243,0,68,0,104,112,113,53,71,27,94,378,69,58,201,187,147,20,70,138,220,78,504,235,43,36,7,234,181,65,115,101,0,0,0,0,5,0,0,5511,0,0,2015,1,1
"BEL",2018-10-01,"Belgium",53,129,61,75,70,0,117,104,194,79,66,62,27,222,236,0,54,0,77,86,101,58,42,22,65,350,77,48,357,164,119,20,56,118,178,59,549,207,47,34,6,160,130,55,101,86,0,9,0,0,6,0,0,4936,0,0,2018,10,0
"BEL",2019-04-03,"Belgium",52,108,58,85,68,0,118,107,185,76,71,62,22,211,231,0,52,0,73,89,96,55,48,22,66,349,76,45,378,160,119,19,53,119,171,60,550,201,48,32,0,151,128,57,98,82,0,9,15,0,5,0,0,4880,0,0,2019,4,1
"BEL",2017-01-01,"Belgium",44,132,69,88,75,0,122,127,219,98,79,77,18,282,252,0,64,0,93,106,108,60,74,21,83,370,68,47,206,176,136,23,61,122,212,70,491,215,49,34,7,198,151,64,108,99,0,6,0,0,5,0,0,5209,0,0,2017,1,1
"BEL",2016-01-01,"Belgium",45,125,73,96,73,0,119,121,232,109,86,83,18,303,250,0,64,0,99,110,114,57,78,24,91,369,73,50,206,175,145,23,68,135,219,73,493,227,45,36,6,214,166,61,116,100,1,0,0,0,6,0,0,5377,0,0,2016,1,1
"BEL",2019-01-01,"Belgium",54,111,60,77,70,0,117,105,190,76,69,61,23,215,233,0,51,0,73,88,96,57,44,21,66,345,78,46,368,164,118,20,56,118,175,60,547,206,45,34,0,157,131,56,101,84,0,9,16,0,6,0,0,4897,0,0,2019,1,1
"BGR",2015-01-01,"Bulgaria",21,9,11,40,20,0,29,23,22,4,14,11,8,44,41,0,5,0,21,16,7,5,9,2,15,21,5,27,14,11,17,4,19,15,84,13,9,3,3,1,0,24,27,10,17,34,0,0,0,0,0,0,0,1470,0,0,2015,1,1
"BGR",2018-01-01,"Bulgaria",13,21,11,39,23,0,24,21,21,3,15,10,9,23,42,0,5,0,20,13,7,13,10,0,15,19,7,25,19,10,25,13,14,17,83,12,11,3,2,2,1,17,20,9,12,35,0,0,0,0,1,0,0,1430,0,0,2018,1,1
"BGR",2017-01-01,"Bulgaria",9,16,10,39,25,0,27,21,20,4,15,11,8,30,44,0,6,0,21,16,7,11,7,0,13,21,8,29,13,11,25,10,14,14,85,14,11,3,2,2,1,19,24,11,13,32,0,0,0,0,0,0,0,1444,0,0,2017,1,1
"BGR",2011-12-01,"Bulgaria",11,5,14,17,13,15,23,16,16,9,14,10,4,23,9,16,3,15,11,16,9,3,4,2,10,9,4,18,8,9,12,3,10,17,78,10,3,0,3,3,0,0,0,0,15,8,0,0,0,0,0,0,0,996,0,0,2011,12,0
"BGR",2014-12-01,"Bulgaria",20,9,10,23,21,18,24,19,20,2,13,10,8,25,19,0,3,11,12,16,6,4,5,1,15,10,5,16,14,10,16,3,15,15,79,12,4,0,2,0,0,12,0,0,15,7,0,0,0,0,0,0,0,1098,0,0,2014,12,0
"BGR",2016-01-01,"Bulgaria",14,10,11,37,25,0,26,20,21,4,16,12,7,32,43,0,5,0,25,17,9,9,8,1,13,17,7,28,14,9,24,11,16,14,83,13,9,4,3,1,1,20,26,9,15,31,0,0,0,0,0,0,0,1440,0,0,2016,1,1
"BGR",2018-10-01,"Bulgaria",12,31,11,39,23,0,25,20,26,5,15,11,9,20,42,0,4,0,22,14,10,12,9,3,14,15,6,26,17,11,23,15,16,17,79,10,9,4,3,2,1,16,24,7,11,35,0,1,0,0,2,0,0,727,0,0,2018,10,0
"BGR",2020-07-01,"Bulgaria",16,22,12,40,18,0,26,19,27,7,14,9,7,21,41,0,7,0,23,15,12,10,8,3,14,23,6,30,16,13,25,14,12,20,81,10,7,3,2,1,0,17,21,9,17,34,0,0,0,5,1,12,2,752,0,0,2020,7,0
"BGR",2012-12-01,"Bulgaria",13,5,12,21,22,18,23,18,19,7,17,10,4,26,17,0,3,17,11,14,6,4,5,2,12,10,3,20,11,9,12,2,10,18,78,10,3,0,4,0,0,15,0,0,16,8,0,0,0,0,0,0,0,1070,0,0,2012,12,0
"BGR",2013-12-01,"Bulgaria",13,6,9,22,21,21,26,19,20,5,16,10,7,26,19,0,3,15,13,15,6,4,4,1,13,9,5,19,13,10,14,3,11,17,78,12,3,0,3,0,0,13,0,0,15,8,0,0,0,0,0,0,0,1094,0,0,2013,12,0
"BGR",2019-04-03,"Bulgaria",12,21,12,40,23,0,23,21,28,7,13,11,8,21,44,0,5,0,20,16,8,12,8,3,13,17,6,25,19,13,21,15,15,18,80,10,9,4,2,2,0,15,26,7,13,38,0,1,9,0,2,0,0,736,0,0,2019,4,1
"BGR",2019-01-01,"Bulgaria",12,21,11,41,23,0,25,21,28,7,14,11,8,20,43,0,5,0,21,15,9,12,9,3,13,14,6,27,19,12,23,15,16,18,79,10,8,4,3,2,0,16,24,7,11,36,0,1,11,0,2,0,0,736,0,0,2019,1,1
"CYP",2014-12-01,"Cyprus",14,1,3,6,4,5,2,6,2,3,3,4,4,3,3,0,1,1,7,0,5,2,5,0,1,1,1,0,1,0,3,0,1,2,1,0,0,0,0,2,0,2,0,0,7,0,0,0,0,0,0,0,0,212,0,0,2014,12,0
"CYP",2017-01-01,"Cyprus",11,14,1,11,3,0,2,7,4,3,3,4,2,4,5,0,1,0,7,1,4,3,5,1,1,3,2,1,1,0,4,1,1,4,3,0,1,0,0,2,0,1,4,0,6,2,0,0,0,0,0,0,0,266,0,0,2017,1,1
"CYP",2015-01-01,"Cyprus",14,1,4,11,4,0,2,10,2,3,3,4,4,5,4,0,1,0,10,0,5,2,10,1,1,3,1,1,2,0,4,0,1,4,3,0,1,0,0,2,0,1,5,0,5,0,0,0,0,0,0,0,0,268,0,0,2015,1,1
"CYP",2018-01-01,"Cyprus",12,14,2,10,3,0,2,8,4,1,3,4,2,6,6,0,2,0,6,1,6,3,3,2,1,2,2,1,1,0,2,1,1,4,3,0,1,0,0,2,0,1,4,0,5,1,0,0,0,0,0,0,0,264,0,0,2018,1,1
"CYP",2019-04-03,"Cyprus",9,0,2,12,3,0,1,10,5,1,3,3,2,5,6,0,3,0,7,1,6,7,1,1,1,4,2,1,3,1,3,1,3,7,4,0,1,0,0,2,0,2,4,1,5,1,0,0,9,0,0,0,0,143,0,0,2019,4,1
"CYP",2012-12-01,"Cyprus",10,0,3,5,4,6,1,6,2,1,2,4,2,4,3,0,1,2,6,0,5,6,5,0,2,0,0,0,1,2,1,3,0,2,0,0,1,0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,202,0,0,2012,12,0
"CYP",2016-01-01,"Cyprus",13,2,4,11,3,0,2,7,4,3,3,4,3,4,5,0,1,0,14,0,5,2,8,1,2,4,2,1,2,0,3,1,1,4,3,0,1,0,0,2,0,1,5,0,6,0,0,0,0,0,0,0,0,274,0,0,2016,1,1
"CYP",2013-12-01,"Cyprus",11,0,3,5,4,6,2,6,2,2,2,4,2,4,3,0,1,1,7,0,5,2,6,0,2,0,1,0,1,1,2,1,1,2,0,0,1,0,0,2,0,2,0,0,7,0,0,0,0,0,0,0,0,202,0,0,2013,12,0
"CYP",2018-10-01,"Cyprus",10,12,2,11,3,0,1,10,5,1,3,4,2,6,6,0,3,0,6,1,6,4,2,1,1,3,2,1,2,1,2,1,2,6,3,0,1,0,0,2,0,2,4,0,5,1,0,0,0,0,0,0,0,138,0,0,2018,10,0
"CYP",2020-07-01,"Cyprus",8,2,2,12,3,0,2,10,5,2,3,3,2,5,6,0,3,0,6,1,9,5,1,1,1,4,1,1,4,1,3,1,3,6,3,0,1,0,0,2,0,2,2,1,6,1,0,0,0,1,0,10,0,145,0,0,2020,7,0
"CYP",2011-12-01,"Cyprus",8,0,5,4,4,4,3,7,3,1,1,2,3,5,2,3,1,2,6,1,4,8,7,0,2,1,0,0,1,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,220,0,0,2011,12,0
"CYP",2019-01-01,"Cyprus",10,1,2,11,3,0,1,9,5,1,3,3,2,5,6,0,3,0,7,1,6,6,2,1,1,3,2,1,3,1,2,1,2,6,4,0,1,0,0,2,0,2,4,1,5,1,0,0,10,0,0,0,0,140,0,0,2019,1,1
"CZE",2014-12-01,"Czechia",15,8,11,20,11,13,21,13,13,5,6,7,3,13,23,0,0,12,19,8,8,9,8,1,14,10,3,8,7,4,7,2,4,17,85,14,2,0,2,5,0,11,0,0,17,7,0,0,0,0,0,0,0,932,0,0,2014,12,0
"CZE",2018-01-01,"Czechia",9,7,13,32,11,0,15,16,8,5,8,6,2,17,27,0,2,0,25,7,8,10,9,3,19,16,3,8,13,3,10,1,3,16,85,13,5,2,4,5,0,10,14,6,15,11,0,0,0,0,1,0,0,1006,0,0,2018,1,1
"CZE",2019-04-03,"Czechia",9,5,13,31,13,0,14,19,8,6,10,6,2,14,27,0,2,0,25,6,7,7,9,2,19,19,4,9,11,3,10,2,2,15,84,13,4,2,4,4,0,11,21,8,16,10,0,0,2,0,0,0,0,508,0,0,2019,4,1
"CZE",2020-07-01,"Czechia",9,4,14,32,10,0,13,22,9,5,11,6,2,16,28,0,2,0,28,6,6,8,10,2,19,22,5,8,16,2,13,3,3,16,85,13,4,4,4,4,0,11,17,9,15,12,0,0,0,1,0,2,1,532,0,0,2020,7,0
"CZE",2011-12-01,"Czechia",10,11,10,18,12,13,25,14,14,3,8,8,2,12,18,12,4,12,20,12,11,7,13,0,8,8,2,6,7,6,9,0,4,15,79,14,3,1,4,4,0,0,0,0,21,7,0,0,0,0,0,0,0,934,0,0,2011,12,0
"CZE",2018-10-01,"Czechia",10,8,13,32,12,0,14,18,8,6,9,7,2,16,27,0,2,0,29,7,7,8,9,2,18,18,4,9,11,3,9,1,2,15,82,12,5,2,4,4,0,11,15,7,16,9,0,0,0,0,1,0,0,504,0,0,2018,10,0
"CZE",2013-12-01,"Czechia",12,9,10,13,13,12,25,13,14,5,6,7,3,13,22,0,1,10,18,8,9,10,7,1,10,10,3,7,8,5,6,3,5,17,86,14,2,0,3,5,0,16,0,0,18,7,0,0,0,0,0,0,0,932,0,0,2013,12,0
"CZE",2017-01-01,"Czechia",9,9,12,29,13,0,17,16,11,4,8,6,1,16,31,0,0,0,27,7,8,9,8,2,21,14,3,10,7,4,11,2,4,15,86,15,5,1,4,5,0,11,16,7,15,10,0,0,0,0,1,0,0,1020,0,0,2017,1,1
"CZE",2016-01-01,"Czechia",10,9,12,30,12,0,17,14,11,6,8,6,2,15,30,0,1,0,22,10,9,10,10,2,19,15,3,9,7,5,8,4,5,17,87,14,5,1,5,5,0,11,14,8,16,6,0,0,0,0,0,0,0,1020,0,0,2016,1,1
"CZE",2012-12-01,"Czechia",8,9,10,16,14,13,26,15,14,4,8,7,3,14,22,0,3,13,18,12,9,7,11,1,8,10,3,6,9,5,7,3,5,15,81,15,2,0,4,4,0,15,0,0,20,6,0,0,0,0,0,0,0,950,0,0,2012,12,0
"CZE",2015-01-01,"Czechia",15,8,11,29,12,0,21,14,13,5,9,8,3,16,26,0,1,0,21,8,8,10,9,1,14,14,3,8,8,4,7,2,5,17,86,14,5,0,4,5,0,11,18,9,16,9,0,0,0,0,0,0,0,1014,0,0,2015,1,1
"CZE",2019-01-01,"Czechia",9,7,13,32,12,0,14,19,8,6,9,6,2,15,27,0,2,0,28,6,7,7,9,2,19,19,4,9,11,3,9,2,2,15,84,13,5,2,4,4,0,11,16,8,16,11,0,0,2,0,0,0,0,509,0,0,2019,1,1
"DEU",2016-01-01,"Germany",54,56,31,80,66,0,90,52,65,41,54,43,22,84,258,0,20,0,43,31,20,26,39,11,47,109,22,84,42,14,21,7,31,60,151,42,8,13,5,13,1,68,92,27,58,82,0,0,0,0,4,0,0,2187,0,0,2016,1,1
"DEU",2020-07-01,"Germany",41,52,31,68,63,0,93,52,47,40,52,39,26,71,245,0,24,0,38,24,17,35,38,14,50,108,17,72,82,12,33,5,29,60,125,31,8,15,7,8,0,59,58,37,54,79,0,0,0,12,2,10,6,2089,0,0,2020,7,0
"DEU",2018-01-01,"Germany",53,57,31,78,59,0,90,47,55,38,54,43,26,68,255,0,19,0,34,30,24,32,37,10,50,110,21,79,64,15,26,8,30,63,141,32,7,13,7,8,0,65,72,33,55,80,0,6,0,0,5,0,0,2130,0,0,2018,1,1
"DEU",2015-01-01,"Germany",58,47,32,75,66,0,87,49,64,40,58,47,20,89,254,0,17,0,48,34,24,19,37,10,49,108,19,84,43,12,22,4,32,63,161,39,10,14,3,12,2,72,96,25,54,85,0,0,0,0,2,0,0,2186,0,0,2015,1,1
"DEU",2019-04-03,"Germany",50,47,33,75,60,0,89,49,47,41,52,38,24,67,253,0,24,0,40,29,20,36,35,17,48,109,18,76,80,13,27,5,33,63,126,32,7,14,6,9,0,58,68,34,62,82,0,5,9,0,6,0,0,2116,0,0,2019,4,1
"DEU",2017-01-01,"Germany",53,56,30,77,64,0,86,49,57,36,54,45,25,77,261,0,19,0,39,31,22,27,37,10,52,113,22,83,40,17,24,9,29,64,146,41,7,13,6,10,1,65,79,32,57,81,0,3,0,0,5,0,0,2154,0,0,2017,1,1
"DEU",2012-12-01,"Germany",49,41,33,45,65,74,84,43,62,35,59,36,20,91,229,0,16,43,40,29,26,17,31,6,46,82,14,90,43,12,25,7,31,63,152,39,3,7,2,10,3,69,0,0,67,38,0,0,0,0,2,0,0,1979,0,0,2012,12,0
"DEU",2018-10-01,"Germany",53,53,34,80,60,0,89,49,52,37,56,40,22,67,252,0,20,0,35,29,20,32,35,13,49,110,22,76,71,14,26,7,32,66,132,31,7,14,7,8,0,62,69,33,58,82,0,6,0,0,4,0,0,2114,0,0,2018,10,0
"DEU",2013-12-01,"Germany",48,44,34,51,69,70,81,45,66,37,59,35,20,81,239,0,16,48,38,34,25,16,35,6,49,91,12,87,42,11,24,6,31,63,156,39,6,8,2,12,3,65,0,0,60,38,0,0,0,0,2,0,0,2004,0,0,2013,12,0
"DEU",2014-12-01,"Germany",56,46,31,58,68,62,84,44,62,35,51,41,19,77,240,0,14,49,41,33,25,16,33,4,49,90,15,84,41,12,22,4,31,61,152,41,4,7,1,12,4,62,0,0,58,33,0,0,0,0,2,0,0,1974,0,0,2014,12,0
"DEU",2019-01-01,"Germany",52,46,33,79,61,0,90,49,47,39,57,40,23,66,252,0,22,0,37,30,20,35,34,13,48,109,18,79,77,13,28,5,32,64,126,32,7,14,6,9,0,59,69,34,60,82,0,5,10,0,6,0,0,2117,0,0,2019,1,1
"DEU",2011-12-01,"Germany",50,36,31,45,61,71,81,43,62,40,53,34,19,95,235,64,16,42,39,30,33,15,31,6,46,86,13,86,49,11,24,6,36,64,157,40,3,7,3,12,3,0,0,0,68,37,0,0,0,0,2,0,0,1985,0,0,2011,12,0
"DNK",2018-01-01,"Denmark",12,12,6,21,8,0,8,8,14,5,3,11,6,11,31,0,3,0,4,4,3,1,0,3,9,25,3,10,12,2,2,1,6,12,69,8,1,2,1,0,0,9,3,0,6,7,0,2,0,0,1,0,0,730,0,0,2018,1,1
"DNK",2014-12-01,"Denmark",15,12,9,17,8,3,8,10,18,5,3,14,4,12,31,0,2,4,5,5,6,2,0,2,10,17,4,11,8,2,1,0,6,15,74,12,1,3,0,0,0,10,0,0,6,6,0,0,0,0,0,0,0,762,0,0,2014,12,0
"DNK",2020-07-01,"Denmark",14,12,7,19,6,0,10,7,9,6,5,9,5,6,27,0,3,0,4,3,3,5,0,4,12,21,3,9,18,4,1,0,7,13,67,8,1,3,0,0,0,5,2,0,4,6,0,0,0,0,0,1,1,350,0,0,2020,7,0
"DNK",2012-12-01,"Denmark",11,8,8,20,10,3,7,8,17,6,1,18,3,14,30,0,5,4,4,6,7,2,2,2,11,17,4,11,7,2,0,1,5,21,78,12,1,3,0,1,0,11,0,0,7,6,0,0,0,0,0,0,0,788,0,0,2012,12,0
"DNK",2019-01-01,"Denmark",11,13,7,20,7,0,8,7,12,5,3,8,6,8,28,0,3,0,4,4,3,3,0,5,12,28,3,10,14,4,2,0,7,12,66,9,1,2,0,0,0,6,3,0,7,4,0,1,2,0,1,0,0,359,0,0,2019,1,1
"DNK",2017-01-01,"Denmark",13,11,6,23,8,0,9,8,17,6,3,12,5,12,34,0,3,0,5,5,4,1,1,1,9,25,4,12,10,3,1,1,7,13,73,10,1,2,1,0,0,8,4,0,6,10,0,1,0,0,0,0,0,776,0,0,2017,1,1
"DNK",2019-04-03,"Denmark",13,13,6,20,8,0,8,7,12,6,3,8,6,8,28,0,3,0,4,4,3,3,0,5,12,28,3,9,16,4,2,0,7,12,67,9,1,3,0,0,0,6,3,0,6,4,0,0,2,0,0,0,0,362,0,0,2019,4,1
"DNK",2015-01-01,"Denmark",16,13,9,25,8,0,8,10,18,5,3,14,5,12,31,0,4,0,6,5,5,2,0,2,10,25,4,11,8,2,1,0,6,15,77,11,2,3,2,0,0,10,6,1,6,11,0,0,0,0,0,0,0,824,0,0,2015,1,1
"DNK",2013-12-01,"Denmark",11,10,10,19,10,3,9,7,17,6,1,18,3,13,33,0,3,4,4,5,6,2,2,2,11,16,4,12,7,2,1,0,5,18,77,12,1,3,0,0,0,11,0,0,7,6,0,0,0,0,0,0,0,782,0,0,2013,12,0
"DNK",2016-01-01,"Denmark",14,13,8,26,7,0,9,8,17,5,3,13,5,13,32,0,2,0,5,5,3,1,1,2,10,27,2,10,10,2,2,0,7,14,79,10,2,2,1,0,0,9,4,0,6,11,0,0,0,0,1,0,0,802,0,0,2016,1,1
"DNK",2018-10-01,"Denmark",11,15,6,21,7,0,8,7,11,5,3,10,6,8,29,0,3,0,4,4,3,2,0,5,11,28,2,10,14,4,2,0,7,12,68,9,1,2,0,0,0,7,3,0,6,4,0,1,0,0,1,0,0,360,0,0,2018,10,0
"DNK",2011-12-01,"Denmark",12,12,8,21,8,4,8,8,20,4,1,17,4,16,32,10,6,4,5,6,7,2,2,2,10,16,3,12,6,2,1,1,6,21,76,11,1,3,0,1,0,0,0,0,8,7,0,0,0,0,0,0,0,808,0,0,2011,12,0
"ESP",2014-12-01,"Spain",22,34,33,44,47,65,48,41,78,38,23,26,4,90,142,0,26,29,48,21,31,13,15,9,42,161,16,26,33,39,37,7,24,59,112,33,18,5,10,4,3,49,0,0,52,17,0,0,0,0,4,0,0,1678,0,0,2014,12,0
"ESP",2017-01-01,"Spain",15,51,34,45,43,0,66,59,89,41,24,30,3,125,299,0,34,0,52,20,35,19,23,20,53,257,26,29,54,45,44,13,26,64,107,30,106,38,20,5,4,68,73,13,64,84,0,1,0,0,3,0,0,2354,0,0,2017,1,1
"ESP",2020-07-01,"Spain",26,52,30,50,40,0,72,59,88,35,37,38,15,116,287,0,34,0,44,34,40,36,13,26,62,277,37,30,85,53,53,13,19,64,96,32,135,46,23,9,0,67,45,19,61,95,0,0,0,12,2,11,5,2523,0,0,2020,7,0
"ESP",2018-01-01,"Spain",15,50,33,42,48,0,69,62,88,38,30,33,7,115,299,0,35,0,43,24,41,31,16,22,55,255,27,29,69,43,42,12,17,64,99,28,124,41,21,6,2,66,66,8,56,89,0,3,0,0,4,0,0,2367,0,0,2018,1,1
"ESP",2019-04-03,"Spain",18,49,30,49,42,0,62,63,92,36,32,32,13,108,289,0,35,0,44,30,44,33,18,24,57,257,35,27,79,51,48,11,18,67,97,29,129,46,24,6,0,69,64,14,54,92,0,4,9,0,3,0,0,2433,0,0,2019,4,1
"ESP",2018-10-01,"Spain",18,51,32,45,45,0,63,67,88,37,30,33,10,110,298,0,38,0,42,28,44,32,16,22,56,256,29,30,73,48,41,11,16,64,98,29,129,44,20,6,2,65,60,12,55,91,0,4,0,0,3,0,0,2391,0,0,2018,10,0
"ESP",2015-01-01,"Spain",22,40,35,51,53,0,54,58,96,42,25,28,4,129,200,0,36,0,63,22,41,13,19,20,50,259,23,29,49,41,41,7,28,65,113,33,96,41,20,7,3,77,93,20,59,71,0,0,0,0,6,0,0,2282,0,0,2015,1,1
"ESP",2013-12-01,"Spain",21,34,30,46,46,66,40,38,79,41,23,23,3,84,145,0,30,28,46,20,33,16,16,8,42,162,15,28,37,41,35,7,24,61,115,36,19,6,9,4,3,55,0,0,44,17,0,0,0,0,4,0,0,1680,0,0,2013,12,0
"ESP",2012-12-01,"Spain",24,32,33,47,42,63,37,42,83,42,20,24,3,91,135,0,28,24,50,21,37,10,15,7,38,150,14,30,43,33,36,8,21,62,121,38,21,8,6,4,3,56,0,0,42,18,0,0,0,0,2,0,0,1664,0,0,2012,12,0
"ESP",2016-01-01,"Spain",16,43,35,48,45,0,65,58,93,44,26,32,5,118,236,0,35,0,64,20,34,17,20,23,49,246,23,27,52,41,45,12,27,64,108,30,103,39,21,6,5,73,81,13,59,74,1,0,0,0,4,0,0,2280,0,0,2016,1,1
"ESP",2019-01-01,"Spain",18,45,31,48,41,0,63,67,93,36,32,32,11,108,292,0,37,0,44,29,45,31,18,22,56,258,34,30,74,53,44,11,16,65,99,29,128,45,21,6,0,65,63,14,52,90,0,4,9,0,3,0,0,2412,0,0,2019,1,1
"ESP",2011-12-01,"Spain",24,36,33,46,32,59,36,44,84,45,20,22,1,96,131,57,31,26,56,20,35,10,18,3,41,152,13,27,43,32,35,12,18,64,121,35,24,9,6,4,2,0,0,0,42,23,0,0,0,0,0,0,0,1668,0,0,2011,12,0
"EST",2020-07-01,"Estonia",12,3,4,22,8,0,1,6,6,7,2,2,2,9,3,0,0,0,6,5,1,3,7,3,0,5,1,5,9,5,1,0,0,11,78,8,0,0,2,1,0,3,5,3,4,6,0,0,0,1,0,4,2,266,0,0,2020,7,0
"EST",2017-01-01,"Estonia",10,6,6,19,4,0,2,5,7,6,4,2,1,7,8,0,0,0,4,9,1,4,1,0,2,4,0,5,4,3,1,0,0,12,77,9,2,0,2,0,1,2,3,1,2,9,0,0,0,0,0,0,0,490,0,0,2017,1,1
"EST",2019-01-01,"Estonia",10,3,5,20,5,0,2,9,5,6,3,2,2,8,5,0,0,0,4,7,1,3,5,3,0,4,2,5,7,5,1,0,0,13,76,8,1,0,2,1,0,1,6,2,3,7,0,0,2,0,0,0,0,254,0,0,2019,1,1
